_id,idx,vervar,var,turvar,tahun,turtahun,nilai
1003,1002,Korea Selatan,Neraca Perdagangan beberapa Negara,Ekspor,2012,,547879
1004,1003,Korea Selatan,Neraca Perdagangan beberapa Negara,Ekspor,2013,,559649
1005,1004,Korea Selatan,Neraca Perdagangan beberapa Negara,Ekspor,2014,,573091
1006,1005,Korea Selatan,Neraca Perdagangan beberapa Negara,Impor,2000,,160481
1007,1006,Korea Selatan,Neraca Perdagangan beberapa Negara,Impor,2001,,141098
1008,1007,Korea Selatan,Neraca Perdagangan beberapa Negara,Impor,2002,,152126
1009,1008,Korea Selatan,Neraca Perdagangan beberapa Negara,Impor,2003,,178827
1010,1009,Korea Selatan,Neraca Perdagangan beberapa Negara,Impor,2004,,224463
1011,1010,Korea Selatan,Neraca Perdagangan beberapa Negara,Impor,2005,,261238
1012,1011,Korea Selatan,Neraca Perdagangan beberapa Negara,Impor,2006,,309383
1013,1012,Korea Selatan,Neraca Perdagangan beberapa Negara,Impor,2007,,356648
1014,1013,Korea Selatan,Neraca Perdagangan beberapa Negara,Impor,2008,,435275
1015,1014,Korea Selatan,Neraca Perdagangan beberapa Negara,Impor,2009,,322843
1016,1015,Korea Selatan,Neraca Perdagangan beberapa Negara,Impor,2010,,425212
1017,1016,Korea Selatan,Neraca Perdagangan beberapa Negara,Impor,2011,,524418
1018,1017,Korea Selatan,Neraca Perdagangan beberapa Negara,Impor,2012,,519569
1019,1018,Korea Selatan,Neraca Perdagangan beberapa Negara,Impor,2013,,515561
1020,1019,Korea Selatan,Neraca Perdagangan beberapa Negara,Impor,2014,,525564
1021,1020,Korea Selatan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,11786
1022,1021,Korea Selatan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,9341
1023,1022,Korea Selatan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,10345
1024,1023,Korea Selatan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,14990
1025,1024,Korea Selatan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,29382
1026,1025,Korea Selatan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,23181
1027,1026,Korea Selatan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,16082
1028,1027,Korea Selatan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,14906
1029,1028,Korea Selatan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,13268
1030,1029,Korea Selatan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,38771
1031,1030,Korea Selatan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,41172
1032,1031,Korea Selatan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,30798
1033,1032,Korea Selatan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,28310
1034,1033,Korea Selatan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,44088
1035,1034,Korea Selatan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,47527
1036,1035,Kuwait,Neraca Perdagangan beberapa Negara,Ekspor,2000,,
1037,1036,Kuwait,Neraca Perdagangan beberapa Negara,Ekspor,2001,,
1038,1037,Kuwait,Neraca Perdagangan beberapa Negara,Ekspor,2002,,
1039,1038,Kuwait,Neraca Perdagangan beberapa Negara,Ekspor,2003,,
1040,1039,Kuwait,Neraca Perdagangan beberapa Negara,Ekspor,2004,,28599
1041,1040,Kuwait,Neraca Perdagangan beberapa Negara,Ekspor,2005,,45189
1042,1041,Kuwait,Neraca Perdagangan beberapa Negara,Ekspor,2006,,56016
1043,1042,Kuwait,Neraca Perdagangan beberapa Negara,Ekspor,2007,,62871
1044,1043,Kuwait,Neraca Perdagangan beberapa Negara,Ekspor,2008,,87648
1045,1044,Kuwait,Neraca Perdagangan beberapa Negara,Ekspor,2009,,51985
1046,1045,Kuwait,Neraca Perdagangan beberapa Negara,Ekspor,2010,,66619
1047,1046,Kuwait,Neraca Perdagangan beberapa Negara,Ekspor,2011,,102078
1048,1047,Kuwait,Neraca Perdagangan beberapa Negara,Ekspor,2012,,118912
1049,1048,Kuwait,Neraca Perdagangan beberapa Negara,Ekspor,2013,,115210
1050,1049,Kuwait,Neraca Perdagangan beberapa Negara,Ekspor,2014,,
1051,1050,Kuwait,Neraca Perdagangan beberapa Negara,Impor,2000,,
1052,1051,Kuwait,Neraca Perdagangan beberapa Negara,Impor,2001,,
1053,1052,Kuwait,Neraca Perdagangan beberapa Negara,Impor,2002,,
1055,1054,Kuwait,Neraca Perdagangan beberapa Negara,Impor,2004,,12630
1056,1055,Kuwait,Neraca Perdagangan beberapa Negara,Impor,2005,,15534
1057,1056,Kuwait,Neraca Perdagangan beberapa Negara,Impor,2006,,17243
1058,1057,Kuwait,Neraca Perdagangan beberapa Negara,Impor,2007,,21388
1059,1058,Kuwait,Neraca Perdagangan beberapa Negara,Impor,2008,,24836
1060,1059,Kuwait,Neraca Perdagangan beberapa Negara,Impor,2009,,20348
1061,1060,Kuwait,Neraca Perdagangan beberapa Negara,Impor,2010,,22691
1062,1061,Kuwait,Neraca Perdagangan beberapa Negara,Impor,2011,,25144
1063,1062,Kuwait,Neraca Perdagangan beberapa Negara,Impor,2012,,27259
1064,1063,Kuwait,Neraca Perdagangan beberapa Negara,Impor,2013,,29644
1065,1064,Kuwait,Neraca Perdagangan beberapa Negara,Impor,2014,,
1066,1065,Kuwait,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,
1067,1066,Kuwait,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,
1068,1067,Kuwait,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,
1069,1068,Kuwait,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,
1070,1069,Kuwait,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,15968
1071,1070,Kuwait,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,29655
1072,1071,Kuwait,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,38774
1073,1072,Kuwait,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,41483
1074,1073,Kuwait,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,62812
1075,1074,Kuwait,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,31637
1076,1075,Kuwait,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,43927
1077,1076,Kuwait,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,76934
1078,1077,Kuwait,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,91653
1079,1078,Kuwait,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,85566
1080,1079,Kuwait,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,
1081,1080,Malaysia,Neraca Perdagangan beberapa Negara,Ekspor,2000,,98230
1082,1081,Malaysia,Neraca Perdagangan beberapa Negara,Ekspor,2001,,88006
1083,1082,Malaysia,Neraca Perdagangan beberapa Negara,Ekspor,2002,,93264
1084,1083,Malaysia,Neraca Perdagangan beberapa Negara,Ekspor,2003,,99369
1085,1084,Malaysia,Neraca Perdagangan beberapa Negara,Ekspor,2004,,125745
1086,1085,Malaysia,Neraca Perdagangan beberapa Negara,Ekspor,2005,,140870
1087,1086,Malaysia,Neraca Perdagangan beberapa Negara,Ekspor,2006,,160571
1088,1087,Malaysia,Neraca Perdagangan beberapa Negara,Ekspor,2007,,176028
1089,1088,Malaysia,Neraca Perdagangan beberapa Negara,Ekspor,2008,,199414
1090,1089,Malaysia,Neraca Perdagangan beberapa Negara,Ekspor,2009,,157244
1091,1090,Malaysia,Neraca Perdagangan beberapa Negara,Ekspor,2010,,198612
1092,1091,Malaysia,Neraca Perdagangan beberapa Negara,Ekspor,2011,,228086
1093,1092,Malaysia,Neraca Perdagangan beberapa Negara,Ekspor,2012,,227538
1094,1093,Malaysia,Neraca Perdagangan beberapa Negara,Ekspor,2013,,228331
1095,1094,Malaysia,Neraca Perdagangan beberapa Negara,Ekspor,2014,,234139
